filename,pred
Project/val/Guitar/Guitar_119.npz,5
Project/val/Guitar/Guitar_44.npz,5
Project/val/Guitar/Guitar_50.npz,5
Project/val/Guitar/Guitar_78.npz,5
Project/val/Guitar/Guitar_79.npz,5
Project/val/Guitar/Guitar_51.npz,5
Project/val/Guitar/Guitar_45.npz,5
Project/val/Guitar/Guitar_118.npz,11
Project/val/Guitar/Guitar_92.npz,5
Project/val/Guitar/Guitar_124.npz,5
Project/val/Guitar/Guitar_130.npz,5
Project/val/Guitar/Guitar_86.npz,5
Project/val/Guitar/Guitar_126.npz,5
Project/val/Guitar/Guitar_90.npz,5
Project/val/Guitar/Guitar_84.npz,5
Project/val/Guitar/Guitar_132.npz,5
Project/val/Guitar/Guitar_53.npz,5
Project/val/Guitar/Guitar_47.npz,5
Project/val/Guitar/Guitar_46.npz,5
Project/val/Guitar/Guitar_52.npz,5
Project/val/Guitar/Guitar_133.npz,5
Project/val/Guitar/Guitar_85.npz,5
Project/val/Guitar/Guitar_91.npz,5
Project/val/Guitar/Guitar_127.npz,5
Project/val/Guitar/Guitar_88.npz,5
Project/val/Guitar/Guitar_102.npz,5
Project/val/Guitar/Guitar_116.npz,5
Project/val/Guitar/Guitar_77.npz,5
Project/val/Guitar/Guitar_63.npz,5
Project/val/Guitar/Guitar_62.npz,5
Project/val/Guitar/Guitar_76.npz,5
Project/val/Guitar/Guitar_117.npz,5
Project/val/Guitar/Guitar_103.npz,5
Project/val/Guitar/Guitar_89.npz,5
Project/val/Guitar/Guitar_129.npz,5
Project/val/Guitar/Guitar_115.npz,5
Project/val/Guitar/Guitar_101.npz,5
Project/val/Guitar/Guitar_48.npz,5
Project/val/Guitar/Guitar_60.npz,5
Project/val/Guitar/Guitar_74.npz,5
Project/val/Guitar/Guitar_75.npz,5
Project/val/Guitar/Guitar_61.npz,5
Project/val/Guitar/Guitar_49.npz,5
Project/val/Guitar/Guitar_100.npz,5
Project/val/Guitar/Guitar_114.npz,5
Project/val/Guitar/Guitar_128.npz,5
Project/val/Guitar/Guitar_110.npz,5
Project/val/Guitar/Guitar_104.npz,5
Project/val/Guitar/Guitar_65.npz,5
Project/val/Guitar/Guitar_71.npz,5
Project/val/Guitar/Guitar_59.npz,5
Project/val/Guitar/Guitar_58.npz,5
Project/val/Guitar/Guitar_70.npz,5
Project/val/Guitar/Guitar_64.npz,5
Project/val/Guitar/Guitar_105.npz,5
Project/val/Guitar/Guitar_111.npz,5
Project/val/Guitar/Guitar_107.npz,5
Project/val/Guitar/Guitar_113.npz,5
Project/val/Guitar/Guitar_99.npz,5
Project/val/Guitar/Guitar_72.npz,5
Project/val/Guitar/Guitar_66.npz,5
Project/val/Guitar/Guitar_67.npz,5
Project/val/Guitar/Guitar_73.npz,5
Project/val/Guitar/Guitar_98.npz,5
Project/val/Guitar/Guitar_112.npz,5
Project/val/Guitar/Guitar_106.npz,5
Project/val/Guitar/Guitar_6.npz,5
Project/val/Guitar/Guitar_28.npz,5
Project/val/Guitar/Guitar_14.npz,5
Project/val/Guitar/Guitar_15.npz,5
Project/val/Guitar/Guitar_29.npz,5
Project/val/Guitar/Guitar_7.npz,5
Project/val/Guitar/Guitar_5.npz,5
Project/val/Guitar/Guitar_17.npz,5
Project/val/Guitar/Guitar_16.npz,5
Project/val/Guitar/Guitar_4.npz,5
Project/val/Guitar/Guitar_12.npz,5
Project/val/Guitar/Guitar_13.npz,5
Project/val/Guitar/Guitar_1.npz,5
Project/val/Guitar/Guitar_3.npz,5
Project/val/Guitar/Guitar_11.npz,5
Project/val/Guitar/Guitar_39.npz,5
Project/val/Guitar/Guitar_38.npz,5
Project/val/Guitar/Guitar_10.npz,2
Project/val/Guitar/Guitar_2.npz,5
